PRACTICE_CODE,PRACTICE_NAME,LSOA21CD,NUMBER_OF_PATIENTS
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01000219,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01000222,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01000248,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01000268,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01000302,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01000320,4
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01000553,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01000889,3
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01000891,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01000912,3
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001269,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001306,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001333,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001395,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001397,3
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001399,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001401,10
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001403,3
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001405,6
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001406,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001407,18
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001408,3
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001409,30
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001410,46
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001411,8
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001412,62
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001414,17
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001420,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001423,3
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001425,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001427,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001428,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001429,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001430,5
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001431,3
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001432,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001433,334
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001434,180
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001435,185
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001436,139
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001437,110
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001438,146
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001439,159
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001440,79
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001441,342
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001442,929
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001444,397
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001445,1214
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001446,612
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001447,981
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001448,1167
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001449,740
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001450,7
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001451,6
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001453,5
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001455,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001457,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001458,14
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001459,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001460,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001461,4
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001462,5
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001464,6
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001465,5
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001466,4
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001467,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001468,4
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001469,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001471,3
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001473,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001474,4
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001476,6
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001477,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001478,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001479,4
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001480,5
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001481,10
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001482,4
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001483,4
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001485,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001486,3
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001487,4
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001488,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001489,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001491,7
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001492,5
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001496,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001499,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001502,28
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001503,34
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001504,42
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001505,57
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001507,47
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001508,45
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001509,25
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001511,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001512,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001513,36
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001514,15
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001515,3
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001516,77
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001517,124
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001518,17
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001527,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001529,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001532,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001536,6
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001537,11
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001539,7
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001540,3
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001541,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001542,5
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001543,5
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001544,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001545,316
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001546,383
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001547,755
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001548,460
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001549,375
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001550,133
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001551,143
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001552,288
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001553,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001554,4
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001555,17
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001556,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001557,9
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001558,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001559,4
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001560,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001562,7
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001641,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001720,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001914,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001979,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001980,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001982,4
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001990,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001997,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01001998,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01002014,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01002028,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01002034,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01002036,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01002039,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01002041,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01002045,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01002073,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01002074,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01002090,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01002091,4
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01002092,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01002093,3
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01002098,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01002268,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01002600,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01002713,5
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01002735,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01002751,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01002760,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01003523,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01003541,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01003578,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01003619,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01003623,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01003625,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01003953,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01004061,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01004342,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01004351,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01004395,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01004437,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01004452,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01004453,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01004454,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01004457,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01004622,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01004818,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01009031,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01009293,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01009507,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01009928,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01010731,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01011483,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01013402,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01013756,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01017721,3
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01017868,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01018193,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01020911,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01021319,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01021792,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01021808,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01021811,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01021813,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01021814,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01021815,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01021816,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01021817,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01021818,3
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01021864,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01022040,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01022198,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023293,4
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023296,7
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023297,8
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023298,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023299,6
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023300,3
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023301,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023302,3
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023304,4
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023309,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023310,10
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023311,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023320,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023325,7
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023330,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023332,21
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023333,13
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023334,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023335,6
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023336,11
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023337,40
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023339,6
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023340,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023373,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023414,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023477,3
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023512,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023660,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01023947,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01024458,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01024648,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01026253,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01026920,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01028007,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01028641,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01030307,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01031575,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01032574,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01033148,425
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01033150,302
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01033151,6
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01033367,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01033499,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01033841,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01033915,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01033926,60
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01034225,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01035301,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01035400,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01035466,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01035583,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01035584,2
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01035585,7
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01035586,10
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,E01035638,1
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,EMPTY,12
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,S01013707,1
F85025,WHITE LODGE MEDICAL PRACTICE,CLOSED,3
F85025,WHITE LODGE MEDICAL PRACTICE,E01000121,2
F85025,WHITE LODGE MEDICAL PRACTICE,E01000123,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01000163,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01000168,2
F85025,WHITE LODGE MEDICAL PRACTICE,E01000169,2
F85025,WHITE LODGE MEDICAL PRACTICE,E01000175,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01000182,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01000250,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01000251,2
F85025,WHITE LODGE MEDICAL PRACTICE,E01000253,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01000257,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01000268,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01000269,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01000280,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01000281,4
F85025,WHITE LODGE MEDICAL PRACTICE,E01000283,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01000292,2
F85025,WHITE LODGE MEDICAL PRACTICE,E01000300,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01000501,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01000504,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01000507,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01000601,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01000946,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01001244,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01001388,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01001391,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01001394,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01001396,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01001397,3
F85025,WHITE LODGE MEDICAL PRACTICE,E01001398,137
F85025,WHITE LODGE MEDICAL PRACTICE,E01001399,43
F85025,WHITE LODGE MEDICAL PRACTICE,E01001400,135
F85025,WHITE LODGE MEDICAL PRACTICE,E01001401,39
F85025,WHITE LODGE MEDICAL PRACTICE,E01001402,17
F85025,WHITE LODGE MEDICAL PRACTICE,E01001403,6
F85025,WHITE LODGE MEDICAL PRACTICE,E01001404,3
F85025,WHITE LODGE MEDICAL PRACTICE,E01001405,325
F85025,WHITE LODGE MEDICAL PRACTICE,E01001406,127
F85025,WHITE LODGE MEDICAL PRACTICE,E01001407,204
F85025,WHITE LODGE MEDICAL PRACTICE,E01001408,624
F85025,WHITE LODGE MEDICAL PRACTICE,E01001409,160
F85025,WHITE LODGE MEDICAL PRACTICE,E01001410,87
F85025,WHITE LODGE MEDICAL PRACTICE,E01001411,564
F85025,WHITE LODGE MEDICAL PRACTICE,E01001412,194
F85025,WHITE LODGE MEDICAL PRACTICE,E01001413,432
F85025,WHITE LODGE MEDICAL PRACTICE,E01001414,575
F85025,WHITE LODGE MEDICAL PRACTICE,E01001415,6
F85025,WHITE LODGE MEDICAL PRACTICE,E01001416,17
F85025,WHITE LODGE MEDICAL PRACTICE,E01001417,11
F85025,WHITE LODGE MEDICAL PRACTICE,E01001418,2
F85025,WHITE LODGE MEDICAL PRACTICE,E01001419,13
F85025,WHITE LODGE MEDICAL PRACTICE,E01001421,8
F85025,WHITE LODGE MEDICAL PRACTICE,E01001422,11
F85025,WHITE LODGE MEDICAL PRACTICE,E01001425,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01001426,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01001427,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01001430,5
F85025,WHITE LODGE MEDICAL PRACTICE,E01001431,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01001432,4
F85025,WHITE LODGE MEDICAL PRACTICE,E01001433,4
F85025,WHITE LODGE MEDICAL PRACTICE,E01001434,5
F85025,WHITE LODGE MEDICAL PRACTICE,E01001435,7
F85025,WHITE LODGE MEDICAL PRACTICE,E01001436,5
F85025,WHITE LODGE MEDICAL PRACTICE,E01001437,15
F85025,WHITE LODGE MEDICAL PRACTICE,E01001438,10
F85025,WHITE LODGE MEDICAL PRACTICE,E01001439,9
F85025,WHITE LODGE MEDICAL PRACTICE,E01001440,3
F85025,WHITE LODGE MEDICAL PRACTICE,E01001442,7
F85025,WHITE LODGE MEDICAL PRACTICE,E01001444,12
F85025,WHITE LODGE MEDICAL PRACTICE,E01001445,4
F85025,WHITE LODGE MEDICAL PRACTICE,E01001446,2
F85025,WHITE LODGE MEDICAL PRACTICE,E01001448,9
F85025,WHITE LODGE MEDICAL PRACTICE,E01001449,4
F85025,WHITE LODGE MEDICAL PRACTICE,E01001450,607
F85025,WHITE LODGE MEDICAL PRACTICE,E01001451,367
F85025,WHITE LODGE MEDICAL PRACTICE,E01001452,60
F85025,WHITE LODGE MEDICAL PRACTICE,E01001453,63
F85025,WHITE LODGE MEDICAL PRACTICE,E01001454,54
F85025,WHITE LODGE MEDICAL PRACTICE,E01001455,101
F85025,WHITE LODGE MEDICAL PRACTICE,E01001456,23
F85025,WHITE LODGE MEDICAL PRACTICE,E01001457,505
F85025,WHITE LODGE MEDICAL PRACTICE,E01001458,2
F85025,WHITE LODGE MEDICAL PRACTICE,E01001460,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01001462,2
F85025,WHITE LODGE MEDICAL PRACTICE,E01001463,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01001465,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01001466,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01001468,471
F85025,WHITE LODGE MEDICAL PRACTICE,E01001469,640
F85025,WHITE LODGE MEDICAL PRACTICE,E01001470,170
F85025,WHITE LODGE MEDICAL PRACTICE,E01001471,563
F85025,WHITE LODGE MEDICAL PRACTICE,E01001472,597
F85025,WHITE LODGE MEDICAL PRACTICE,E01001473,35
F85025,WHITE LODGE MEDICAL PRACTICE,E01001474,455
F85025,WHITE LODGE MEDICAL PRACTICE,E01001475,37
F85025,WHITE LODGE MEDICAL PRACTICE,E01001478,18
F85025,WHITE LODGE MEDICAL PRACTICE,E01001480,7
F85025,WHITE LODGE MEDICAL PRACTICE,E01001481,5
F85025,WHITE LODGE MEDICAL PRACTICE,E01001482,3
F85025,WHITE LODGE MEDICAL PRACTICE,E01001484,3
F85025,WHITE LODGE MEDICAL PRACTICE,E01001491,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01001494,3
F85025,WHITE LODGE MEDICAL PRACTICE,E01001496,3
F85025,WHITE LODGE MEDICAL PRACTICE,E01001497,4
F85025,WHITE LODGE MEDICAL PRACTICE,E01001498,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01001499,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01001500,1
F85025,WHITE LODGE MEDICAL PRACTICE,E01001501,2
F85025,WHITE LODGE MEDICAL PRACTICE,E01001502,13
F85025,WHITE LODGE MEDICAL PRACTICE,E01001503,4
F85025,WHITE LODGE MEDICAL PRACTICE,E01001504,5
F85025,WHITE LODGE MEDICAL PRACTICE,E01001505,8
F85025,WHITE LODGE MEDICAL PRACTICE,E01001507,7
F85025,WHITE LODGE MEDICAL PRACTICE,E01001508,10
F85025,WHITE LODGE MEDICAL PRACTICE,E01001511,121
F85025,WHITE LODGE MEDICAL PRACTICE,E01001512,461
F85025,WHITE LODGE MEDICAL PRACTICE,E01001513,82
F85025,WHITE LODGE MEDICAL PRACTICE,E01001514,165
F85025,WHITE LODGE MEDICAL PRACTICE,E01001515,50
F85025,WHITE LODGE MEDICAL PRACTICE,E01001516,53
F85025,WHITE LODGE MEDICAL PRACTICE,E01001517,24
F85025,WHITE LODGE MEDICAL PRACTICE,E01001518,298
F85025,WHITE LODGE MEDICAL PRACTICE,E01001521,8
F85025,WHITE LODGE MEDICAL PRACTICE,E01001522,19
F85025,WHITE LODGE MEDICAL PRACTICE,E01001523,23
F85025,WHITE LODGE MEDICAL PRACTICE,E01001524,4
