PRACTICE_CODE,PRACTICE_NAME,LSOA21CD,NUMBER_OF_PATIENTS
F85701,GILLAN HOUSE SURGERY,E01023927,1
F85701,GILLAN HOUSE SURGERY,E01023930,1
F85701,GILLAN HOUSE SURGERY,E01023947,2
F85701,GILLAN HOUSE SURGERY,E01023948,1
F85701,GILLAN HOUSE SURGERY,E01027136,1
F85701,GILLAN HOUSE SURGERY,E01028311,2
F85701,GILLAN HOUSE SURGERY,E01028528,1
F85701,GILLAN HOUSE SURGERY,E01030304,1
F85701,GILLAN HOUSE SURGERY,E01030395,1
F85701,GILLAN HOUSE SURGERY,E01030450,1
F85701,GILLAN HOUSE SURGERY,E01030455,1
F85701,GILLAN HOUSE SURGERY,E01030574,1
F85701,GILLAN HOUSE SURGERY,E01030714,1
F85701,GILLAN HOUSE SURGERY,E01031575,3
F85701,GILLAN HOUSE SURGERY,E01032428,1
F85701,GILLAN HOUSE SURGERY,E01032574,4
F85701,GILLAN HOUSE SURGERY,E01032575,1
F85701,GILLAN HOUSE SURGERY,E01032729,3
F85701,GILLAN HOUSE SURGERY,E01032741,1
F85701,GILLAN HOUSE SURGERY,E01033060,1
F85701,GILLAN HOUSE SURGERY,E01033086,2
F85701,GILLAN HOUSE SURGERY,E01033146,7
F85701,GILLAN HOUSE SURGERY,E01033148,6
F85701,GILLAN HOUSE SURGERY,E01033150,5
F85701,GILLAN HOUSE SURGERY,E01033151,4
F85701,GILLAN HOUSE SURGERY,E01033300,1
F85701,GILLAN HOUSE SURGERY,E01033612,1
F85701,GILLAN HOUSE SURGERY,E01033706,1
F85701,GILLAN HOUSE SURGERY,E01033743,1
F85701,GILLAN HOUSE SURGERY,E01033916,1
F85701,GILLAN HOUSE SURGERY,E01033926,6
F85701,GILLAN HOUSE SURGERY,E01033927,94
F85701,GILLAN HOUSE SURGERY,E01033928,206
F85701,GILLAN HOUSE SURGERY,E01033944,1
F85701,GILLAN HOUSE SURGERY,E01033945,1
F85701,GILLAN HOUSE SURGERY,E01033946,3
F85701,GILLAN HOUSE SURGERY,E01034173,1
F85701,GILLAN HOUSE SURGERY,E01034200,1
F85701,GILLAN HOUSE SURGERY,E01034238,1
F85701,GILLAN HOUSE SURGERY,E01034451,1
F85701,GILLAN HOUSE SURGERY,E01034469,5
F85701,GILLAN HOUSE SURGERY,E01034574,1
F85701,GILLAN HOUSE SURGERY,E01034611,1
F85701,GILLAN HOUSE SURGERY,E01034691,1
F85701,GILLAN HOUSE SURGERY,E01035329,1
F85701,GILLAN HOUSE SURGERY,E01035501,1
F85701,GILLAN HOUSE SURGERY,E01035584,1
F85701,GILLAN HOUSE SURGERY,E01035585,6
F85701,GILLAN HOUSE SURGERY,E01035586,2
F85701,GILLAN HOUSE SURGERY,E01035598,1
F85701,GILLAN HOUSE SURGERY,E01035638,1
F85701,GILLAN HOUSE SURGERY,E01035665,1
F85701,GILLAN HOUSE SURGERY,E01035709,1
F85701,GILLAN HOUSE SURGERY,E01035714,1
F85701,GILLAN HOUSE SURGERY,EMPTY,24
F85701,GILLAN HOUSE SURGERY,W01000459,1
Y00057,ANGEL SURGERY,CLOSED,21
Y00057,ANGEL SURGERY,E01000006,3
Y00057,ANGEL SURGERY,E01000009,2
Y00057,ANGEL SURGERY,E01000045,3
Y00057,ANGEL SURGERY,E01000073,1
Y00057,ANGEL SURGERY,E01000100,1
Y00057,ANGEL SURGERY,E01000119,1
Y00057,ANGEL SURGERY,E01000123,1
Y00057,ANGEL SURGERY,E01000127,2
Y00057,ANGEL SURGERY,E01000138,1
Y00057,ANGEL SURGERY,E01000154,1
Y00057,ANGEL SURGERY,E01000161,4
Y00057,ANGEL SURGERY,E01000171,3
Y00057,ANGEL SURGERY,E01000179,5
Y00057,ANGEL SURGERY,E01000185,1
Y00057,ANGEL SURGERY,E01000186,1
Y00057,ANGEL SURGERY,E01000200,1
Y00057,ANGEL SURGERY,E01000202,1
Y00057,ANGEL SURGERY,E01000203,1
Y00057,ANGEL SURGERY,E01000211,1
Y00057,ANGEL SURGERY,E01000242,2
Y00057,ANGEL SURGERY,E01000250,3
Y00057,ANGEL SURGERY,E01000251,2
Y00057,ANGEL SURGERY,E01000257,5
Y00057,ANGEL SURGERY,E01000260,2
Y00057,ANGEL SURGERY,E01000265,1
Y00057,ANGEL SURGERY,E01000281,5
Y00057,ANGEL SURGERY,E01000308,1
Y00057,ANGEL SURGERY,E01000320,1
Y00057,ANGEL SURGERY,E01000321,1
Y00057,ANGEL SURGERY,E01000323,1
Y00057,ANGEL SURGERY,E01000429,1
Y00057,ANGEL SURGERY,E01000476,1
Y00057,ANGEL SURGERY,E01000512,1
Y00057,ANGEL SURGERY,E01000521,1
Y00057,ANGEL SURGERY,E01000532,1
Y00057,ANGEL SURGERY,E01000627,1
Y00057,ANGEL SURGERY,E01000643,1
Y00057,ANGEL SURGERY,E01000890,1
Y00057,ANGEL SURGERY,E01000931,1
Y00057,ANGEL SURGERY,E01001000,1
Y00057,ANGEL SURGERY,E01001042,1
Y00057,ANGEL SURGERY,E01001050,1
Y00057,ANGEL SURGERY,E01001183,1
Y00057,ANGEL SURGERY,E01001207,5
Y00057,ANGEL SURGERY,E01001323,1
Y00057,ANGEL SURGERY,E01001390,2
Y00057,ANGEL SURGERY,E01001391,1
Y00057,ANGEL SURGERY,E01001393,7
Y00057,ANGEL SURGERY,E01001394,6
Y00057,ANGEL SURGERY,E01001395,22
Y00057,ANGEL SURGERY,E01001396,3
Y00057,ANGEL SURGERY,E01001397,20
Y00057,ANGEL SURGERY,E01001399,16
Y00057,ANGEL SURGERY,E01001400,6
Y00057,ANGEL SURGERY,E01001401,13
Y00057,ANGEL SURGERY,E01001402,1
Y00057,ANGEL SURGERY,E01001403,33
Y00057,ANGEL SURGERY,E01001404,8
Y00057,ANGEL SURGERY,E01001405,3
Y00057,ANGEL SURGERY,E01001406,17
Y00057,ANGEL SURGERY,E01001407,12
Y00057,ANGEL SURGERY,E01001408,7
Y00057,ANGEL SURGERY,E01001409,23
Y00057,ANGEL SURGERY,E01001410,12
Y00057,ANGEL SURGERY,E01001411,9
Y00057,ANGEL SURGERY,E01001412,15
Y00057,ANGEL SURGERY,E01001413,2
Y00057,ANGEL SURGERY,E01001414,17
Y00057,ANGEL SURGERY,E01001415,5
Y00057,ANGEL SURGERY,E01001416,2
Y00057,ANGEL SURGERY,E01001417,1
Y00057,ANGEL SURGERY,E01001418,1
Y00057,ANGEL SURGERY,E01001420,6
Y00057,ANGEL SURGERY,E01001421,1
Y00057,ANGEL SURGERY,E01001423,50
Y00057,ANGEL SURGERY,E01001424,45
Y00057,ANGEL SURGERY,E01001425,391
Y00057,ANGEL SURGERY,E01001426,154
Y00057,ANGEL SURGERY,E01001427,237
Y00057,ANGEL SURGERY,E01001428,84
Y00057,ANGEL SURGERY,E01001429,88
Y00057,ANGEL SURGERY,E01001430,189
Y00057,ANGEL SURGERY,E01001431,250
Y00057,ANGEL SURGERY,E01001432,562
Y00057,ANGEL SURGERY,E01001433,18
Y00057,ANGEL SURGERY,E01001434,14
Y00057,ANGEL SURGERY,E01001435,9
Y00057,ANGEL SURGERY,E01001436,10
Y00057,ANGEL SURGERY,E01001437,23
Y00057,ANGEL SURGERY,E01001438,13
Y00057,ANGEL SURGERY,E01001439,25
Y00057,ANGEL SURGERY,E01001440,19
Y00057,ANGEL SURGERY,E01001441,11
Y00057,ANGEL SURGERY,E01001442,12
Y00057,ANGEL SURGERY,E01001444,12
Y00057,ANGEL SURGERY,E01001445,30
Y00057,ANGEL SURGERY,E01001446,40
Y00057,ANGEL SURGERY,E01001447,15
Y00057,ANGEL SURGERY,E01001448,15
Y00057,ANGEL SURGERY,E01001449,10
Y00057,ANGEL SURGERY,E01001450,10
Y00057,ANGEL SURGERY,E01001451,4
Y00057,ANGEL SURGERY,E01001452,5
Y00057,ANGEL SURGERY,E01001454,4
Y00057,ANGEL SURGERY,E01001455,5
Y00057,ANGEL SURGERY,E01001456,4
Y00057,ANGEL SURGERY,E01001457,6
Y00057,ANGEL SURGERY,E01001458,242
Y00057,ANGEL SURGERY,E01001459,46
Y00057,ANGEL SURGERY,E01001460,41
Y00057,ANGEL SURGERY,E01001461,77
Y00057,ANGEL SURGERY,E01001462,41
Y00057,ANGEL SURGERY,E01001463,88
Y00057,ANGEL SURGERY,E01001464,47
Y00057,ANGEL SURGERY,E01001465,90
Y00057,ANGEL SURGERY,E01001466,183
Y00057,ANGEL SURGERY,E01001467,212
Y00057,ANGEL SURGERY,E01001468,5
Y00057,ANGEL SURGERY,E01001469,3
Y00057,ANGEL SURGERY,E01001470,4
Y00057,ANGEL SURGERY,E01001471,4
Y00057,ANGEL SURGERY,E01001472,13
Y00057,ANGEL SURGERY,E01001474,3
Y00057,ANGEL SURGERY,E01001476,39
Y00057,ANGEL SURGERY,E01001477,60
Y00057,ANGEL SURGERY,E01001478,18
Y00057,ANGEL SURGERY,E01001479,70
Y00057,ANGEL SURGERY,E01001480,38
Y00057,ANGEL SURGERY,E01001481,66
Y00057,ANGEL SURGERY,E01001482,33
Y00057,ANGEL SURGERY,E01001483,22
Y00057,ANGEL SURGERY,E01001484,38
Y00057,ANGEL SURGERY,E01001485,71
Y00057,ANGEL SURGERY,E01001486,83
Y00057,ANGEL SURGERY,E01001487,42
Y00057,ANGEL SURGERY,E01001488,103
Y00057,ANGEL SURGERY,E01001489,101
Y00057,ANGEL SURGERY,E01001491,70
Y00057,ANGEL SURGERY,E01001492,74
Y00057,ANGEL SURGERY,E01001493,16
Y00057,ANGEL SURGERY,E01001494,7
Y00057,ANGEL SURGERY,E01001495,1
Y00057,ANGEL SURGERY,E01001496,5
Y00057,ANGEL SURGERY,E01001497,24
Y00057,ANGEL SURGERY,E01001498,9
Y00057,ANGEL SURGERY,E01001499,14
Y00057,ANGEL SURGERY,E01001500,9
Y00057,ANGEL SURGERY,E01001501,7
Y00057,ANGEL SURGERY,E01001502,34
Y00057,ANGEL SURGERY,E01001503,22
Y00057,ANGEL SURGERY,E01001504,31
Y00057,ANGEL SURGERY,E01001505,13
Y00057,ANGEL SURGERY,E01001507,14
Y00057,ANGEL SURGERY,E01001508,19
Y00057,ANGEL SURGERY,E01001509,28
Y00057,ANGEL SURGERY,E01001511,22
Y00057,ANGEL SURGERY,E01001512,6
Y00057,ANGEL SURGERY,E01001513,21
Y00057,ANGEL SURGERY,E01001514,22
Y00057,ANGEL SURGERY,E01001515,31
Y00057,ANGEL SURGERY,E01001516,9
Y00057,ANGEL SURGERY,E01001517,23
Y00057,ANGEL SURGERY,E01001518,8
Y00057,ANGEL SURGERY,E01001521,2
Y00057,ANGEL SURGERY,E01001522,1
Y00057,ANGEL SURGERY,E01001523,2
Y00057,ANGEL SURGERY,E01001524,4
Y00057,ANGEL SURGERY,E01001525,3
Y00057,ANGEL SURGERY,E01001526,1
Y00057,ANGEL SURGERY,E01001527,5
Y00057,ANGEL SURGERY,E01001528,2
Y00057,ANGEL SURGERY,E01001529,15
Y00057,ANGEL SURGERY,E01001530,6
Y00057,ANGEL SURGERY,E01001532,5
Y00057,ANGEL SURGERY,E01001534,7
Y00057,ANGEL SURGERY,E01001535,3
Y00057,ANGEL SURGERY,E01001536,11
Y00057,ANGEL SURGERY,E01001537,5
Y00057,ANGEL SURGERY,E01001538,3
Y00057,ANGEL SURGERY,E01001539,8
Y00057,ANGEL SURGERY,E01001540,4
Y00057,ANGEL SURGERY,E01001541,6
Y00057,ANGEL SURGERY,E01001542,2
Y00057,ANGEL SURGERY,E01001543,7
Y00057,ANGEL SURGERY,E01001544,1
Y00057,ANGEL SURGERY,E01001545,23
Y00057,ANGEL SURGERY,E01001546,12
Y00057,ANGEL SURGERY,E01001548,8
Y00057,ANGEL SURGERY,E01001549,38
Y00057,ANGEL SURGERY,E01001550,27
Y00057,ANGEL SURGERY,E01001551,3
Y00057,ANGEL SURGERY,E01001552,23
Y00057,ANGEL SURGERY,E01001553,238
Y00057,ANGEL SURGERY,E01001554,932
Y00057,ANGEL SURGERY,E01001555,1501
Y00057,ANGEL SURGERY,E01001556,54
Y00057,ANGEL SURGERY,E01001557,969
Y00057,ANGEL SURGERY,E01001558,1251
Y00057,ANGEL SURGERY,E01001559,1329
Y00057,ANGEL SURGERY,E01001560,147
Y00057,ANGEL SURGERY,E01001562,592
Y00057,ANGEL SURGERY,E01001563,3
Y00057,ANGEL SURGERY,E01001566,1
Y00057,ANGEL SURGERY,E01001569,1
Y00057,ANGEL SURGERY,E01001570,11
Y00057,ANGEL SURGERY,E01001632,1
Y00057,ANGEL SURGERY,E01001651,1
Y00057,ANGEL SURGERY,E01001694,1
Y00057,ANGEL SURGERY,E01001720,1
Y00057,ANGEL SURGERY,E01001725,2
Y00057,ANGEL SURGERY,E01001727,2
Y00057,ANGEL SURGERY,E01001729,1
Y00057,ANGEL SURGERY,E01001730,1
Y00057,ANGEL SURGERY,E01001756,1
Y00057,ANGEL SURGERY,E01001777,3
Y00057,ANGEL SURGERY,E01001792,1
Y00057,ANGEL SURGERY,E01001794,1
Y00057,ANGEL SURGERY,E01001798,1
Y00057,ANGEL SURGERY,E01001807,1
Y00057,ANGEL SURGERY,E01001808,1
Y00057,ANGEL SURGERY,E01001809,2
Y00057,ANGEL SURGERY,E01001814,1
Y00057,ANGEL SURGERY,E01001822,1
Y00057,ANGEL SURGERY,E01001827,1
Y00057,ANGEL SURGERY,E01001832,1
Y00057,ANGEL SURGERY,E01001835,1
Y00057,ANGEL SURGERY,E01001836,1
Y00057,ANGEL SURGERY,E01001839,1
Y00057,ANGEL SURGERY,E01001842,3
Y00057,ANGEL SURGERY,E01001845,1
Y00057,ANGEL SURGERY,E01001969,1
Y00057,ANGEL SURGERY,E01001970,3
Y00057,ANGEL SURGERY,E01001971,1
Y00057,ANGEL SURGERY,E01001972,1
Y00057,ANGEL SURGERY,E01001973,6
Y00057,ANGEL SURGERY,E01001974,2
Y00057,ANGEL SURGERY,E01001975,1
Y00057,ANGEL SURGERY,E01001976,15
Y00057,ANGEL SURGERY,E01001977,9
Y00057,ANGEL SURGERY,E01001978,40
Y00057,ANGEL SURGERY,E01001979,24
Y00057,ANGEL SURGERY,E01001980,6
Y00057,ANGEL SURGERY,E01001981,10
Y00057,ANGEL SURGERY,E01001982,1
Y00057,ANGEL SURGERY,E01001983,5
Y00057,ANGEL SURGERY,E01001989,1
Y00057,ANGEL SURGERY,E01001991,1
Y00057,ANGEL SURGERY,E01001996,4
Y00057,ANGEL SURGERY,E01002001,1
Y00057,ANGEL SURGERY,E01002003,7
Y00057,ANGEL SURGERY,E01002004,6
Y00057,ANGEL SURGERY,E01002026,4
Y00057,ANGEL SURGERY,E01002027,3
Y00057,ANGEL SURGERY,E01002028,1
Y00057,ANGEL SURGERY,E01002029,4
Y00057,ANGEL SURGERY,E01002030,1
Y00057,ANGEL SURGERY,E01002033,2
Y00057,ANGEL SURGERY,E01002034,315
Y00057,ANGEL SURGERY,E01002036,297
Y00057,ANGEL SURGERY,E01002037,106
Y00057,ANGEL SURGERY,E01002038,84
Y00057,ANGEL SURGERY,E01002039,50
Y00057,ANGEL SURGERY,E01002040,49
Y00057,ANGEL SURGERY,E01002041,38
Y00057,ANGEL SURGERY,E01002042,1
Y00057,ANGEL SURGERY,E01002043,3
Y00057,ANGEL SURGERY,E01002045,1
Y00057,ANGEL SURGERY,E01002046,1
Y00057,ANGEL SURGERY,E01002047,3
Y00057,ANGEL SURGERY,E01002048,5
Y00057,ANGEL SURGERY,E01002049,3
Y00057,ANGEL SURGERY,E01002051,2
Y00057,ANGEL SURGERY,E01002053,1
Y00057,ANGEL SURGERY,E01002054,6
Y00057,ANGEL SURGERY,E01002056,1
Y00057,ANGEL SURGERY,E01002057,4
Y00057,ANGEL SURGERY,E01002058,3
Y00057,ANGEL SURGERY,E01002060,9
Y00057,ANGEL SURGERY,E01002066,4
Y00057,ANGEL SURGERY,E01002067,1
Y00057,ANGEL SURGERY,E01002068,3
Y00057,ANGEL SURGERY,E01002069,9
Y00057,ANGEL SURGERY,E01002070,5
Y00057,ANGEL SURGERY,E01002071,12
Y00057,ANGEL SURGERY,E01002072,8
Y00057,ANGEL SURGERY,E01002073,5
Y00057,ANGEL SURGERY,E01002074,25
Y00057,ANGEL SURGERY,E01002075,31
Y00057,ANGEL SURGERY,E01002076,18
Y00057,ANGEL SURGERY,E01002077,18
Y00057,ANGEL SURGERY,E01002078,7
Y00057,ANGEL SURGERY,E01002079,19
Y00057,ANGEL SURGERY,E01002081,18
Y00057,ANGEL SURGERY,E01002082,5
Y00057,ANGEL SURGERY,E01002084,1
Y00057,ANGEL SURGERY,E01002085,3
Y00057,ANGEL SURGERY,E01002086,2
Y00057,ANGEL SURGERY,E01002087,1
Y00057,ANGEL SURGERY,E01002088,2
Y00057,ANGEL SURGERY,E01002089,1
Y00057,ANGEL SURGERY,E01002090,16
Y00057,ANGEL SURGERY,E01002091,33
Y00057,ANGEL SURGERY,E01002092,27
Y00057,ANGEL SURGERY,E01002093,14
Y00057,ANGEL SURGERY,E01002094,7
Y00057,ANGEL SURGERY,E01002095,20
Y00057,ANGEL SURGERY,E01002096,4
Y00057,ANGEL SURGERY,E01002097,6
Y00057,ANGEL SURGERY,E01002098,1
Y00057,ANGEL SURGERY,E01002099,6
Y00057,ANGEL SURGERY,E01002100,7
Y00057,ANGEL SURGERY,E01002101,1
Y00057,ANGEL SURGERY,E01002102,3
Y00057,ANGEL SURGERY,E01002104,1
Y00057,ANGEL SURGERY,E01002105,1
Y00057,ANGEL SURGERY,E01002119,1
Y00057,ANGEL SURGERY,E01002207,2
Y00057,ANGEL SURGERY,E01002344,1
Y00057,ANGEL SURGERY,E01002348,2
Y00057,ANGEL SURGERY,E01002356,1
Y00057,ANGEL SURGERY,E01002374,1
Y00057,ANGEL SURGERY,E01002444,3
Y00057,ANGEL SURGERY,E01002447,1
Y00057,ANGEL SURGERY,E01002518,1
Y00057,ANGEL SURGERY,E01002558,1
Y00057,ANGEL SURGERY,E01002713,9
Y00057,ANGEL SURGERY,E01002747,1
Y00057,ANGEL SURGERY,E01002778,1
Y00057,ANGEL SURGERY,E01002779,1
Y00057,ANGEL SURGERY,E01002785,1
Y00057,ANGEL SURGERY,E01002794,1
Y00057,ANGEL SURGERY,E01002799,1
Y00057,ANGEL SURGERY,E01002811,1
Y00057,ANGEL SURGERY,E01003071,2
Y00057,ANGEL SURGERY,E01003118,1
Y00057,ANGEL SURGERY,E01003479,3
Y00057,ANGEL SURGERY,E01003508,1
Y00057,ANGEL SURGERY,E01003516,2
Y00057,ANGEL SURGERY,E01003519,3
Y00057,ANGEL SURGERY,E01003521,2
Y00057,ANGEL SURGERY,E01003524,1
Y00057,ANGEL SURGERY,E01003551,1
Y00057,ANGEL SURGERY,E01003557,1
Y00057,ANGEL SURGERY,E01003566,1
Y00057,ANGEL SURGERY,E01003568,2
Y00057,ANGEL SURGERY,E01003569,1
Y00057,ANGEL SURGERY,E01003586,2
Y00057,ANGEL SURGERY,E01003587,1
Y00057,ANGEL SURGERY,E01003602,1
Y00057,ANGEL SURGERY,E01003611,1
Y00057,ANGEL SURGERY,E01003622,1
Y00057,ANGEL SURGERY,E01003643,1
Y00057,ANGEL SURGERY,E01003649,3
Y00057,ANGEL SURGERY,E01003650,1
Y00057,ANGEL SURGERY,E01003675,1
Y00057,ANGEL SURGERY,E01003677,4
Y00057,ANGEL SURGERY,E01003690,1
Y00057,ANGEL SURGERY,E01003708,2
Y00057,ANGEL SURGERY,E01003730,5
Y00057,ANGEL SURGERY,E01003734,6
Y00057,ANGEL SURGERY,E01003745,1
Y00057,ANGEL SURGERY,E01003750,1
Y00057,ANGEL SURGERY,E01003757,1
Y00057,ANGEL SURGERY,E01003762,6
Y00057,ANGEL SURGERY,E01003783,1
Y00057,ANGEL SURGERY,E01003788,2
Y00057,ANGEL SURGERY,E01003929,1
Y00057,ANGEL SURGERY,E01004288,2
Y00057,ANGEL SURGERY,E01004344,10
Y00057,ANGEL SURGERY,E01004345,6
Y00057,ANGEL SURGERY,E01004349,2
Y00057,ANGEL SURGERY,E01004350,1
Y00057,ANGEL SURGERY,E01004352,1
Y00057,ANGEL SURGERY,E01004353,1
Y00057,ANGEL SURGERY,E01004354,2
Y00057,ANGEL SURGERY,E01004355,2
Y00057,ANGEL SURGERY,E01004356,2
Y00057,ANGEL SURGERY,E01004357,2
Y00057,ANGEL SURGERY,E01004361,1
Y00057,ANGEL SURGERY,E01004367,1
Y00057,ANGEL SURGERY,E01004378,1
Y00057,ANGEL SURGERY,E01004382,4
Y00057,ANGEL SURGERY,E01004383,1
Y00057,ANGEL SURGERY,E01004386,1
Y00057,ANGEL SURGERY,E01004389,8
Y00057,ANGEL SURGERY,E01004391,1
Y00057,ANGEL SURGERY,E01004396,2
Y00057,ANGEL SURGERY,E01004397,3
Y00057,ANGEL SURGERY,E01004398,2
Y00057,ANGEL SURGERY,E01004399,1
Y00057,ANGEL SURGERY,E01004400,2
Y00057,ANGEL SURGERY,E01004403,1
Y00057,ANGEL SURGERY,E01004404,4
Y00057,ANGEL SURGERY,E01004405,1
Y00057,ANGEL SURGERY,E01004409,3
Y00057,ANGEL SURGERY,E01004414,6
Y00057,ANGEL SURGERY,E01004416,1
Y00057,ANGEL SURGERY,E01004419,3
Y00057,ANGEL SURGERY,E01004420,4
Y00057,ANGEL SURGERY,E01004423,4
Y00057,ANGEL SURGERY,E01004424,2
Y00057,ANGEL SURGERY,E01004430,1
Y00057,ANGEL SURGERY,E01004434,1
Y00057,ANGEL SURGERY,E01004439,1
Y00057,ANGEL SURGERY,E01004446,1
Y00057,ANGEL SURGERY,E01004447,1
Y00057,ANGEL SURGERY,E01004450,6
Y00057,ANGEL SURGERY,E01004451,3
Y00057,ANGEL SURGERY,E01004452,3
Y00057,ANGEL SURGERY,E01004453,7
Y00057,ANGEL SURGERY,E01004454,5
Y00057,ANGEL SURGERY,E01004455,4
Y00057,ANGEL SURGERY,E01004462,2
Y00057,ANGEL SURGERY,E01004465,1
Y00057,ANGEL SURGERY,E01004468,1
Y00057,ANGEL SURGERY,E01004471,4
Y00057,ANGEL SURGERY,E01004622,2
Y00057,ANGEL SURGERY,E01004734,1
Y00057,ANGEL SURGERY,E01005226,1
Y00057,ANGEL SURGERY,E01005281,1
Y00057,ANGEL SURGERY,E01005678,1
Y00057,ANGEL SURGERY,E01008934,2
Y00057,ANGEL SURGERY,E01009124,1
Y00057,ANGEL SURGERY,E01009146,1
Y00057,ANGEL SURGERY,E01010107,1
Y00057,ANGEL SURGERY,E01010425,1
Y00057,ANGEL SURGERY,E01011319,1
Y00057,ANGEL SURGERY,E01015839,1
Y00057,ANGEL SURGERY,E01016134,1
Y00057,ANGEL SURGERY,E01016492,1
Y00057,ANGEL SURGERY,E01016738,1
Y00057,ANGEL SURGERY,E01017423,1
Y00057,ANGEL SURGERY,E01017727,1
Y00057,ANGEL SURGERY,E01017891,1
Y00057,ANGEL SURGERY,E01018115,1
Y00057,ANGEL SURGERY,E01018297,1
Y00057,ANGEL SURGERY,E01019866,1
Y00057,ANGEL SURGERY,E01019992,1
Y00057,ANGEL SURGERY,E01020657,2
Y00057,ANGEL SURGERY,E01021741,1
Y00057,ANGEL SURGERY,E01021776,1
Y00057,ANGEL SURGERY,E01021806,1
Y00057,ANGEL SURGERY,E01021809,2
Y00057,ANGEL SURGERY,E01021817,2
Y00057,ANGEL SURGERY,E01021818,4
Y00057,ANGEL SURGERY,E01021832,2
Y00057,ANGEL SURGERY,E01021835,1
Y00057,ANGEL SURGERY,E01021854,1
Y00057,ANGEL SURGERY,E01021865,1
Y00057,ANGEL SURGERY,E01021866,1
Y00057,ANGEL SURGERY,E01022049,1
Y00057,ANGEL SURGERY,E01023293,3
Y00057,ANGEL SURGERY,E01023295,1
Y00057,ANGEL SURGERY,E01023296,2
Y00057,ANGEL SURGERY,E01023297,1
Y00057,ANGEL SURGERY,E01023298,3
Y00057,ANGEL SURGERY,E01023299,1
Y00057,ANGEL SURGERY,E01023300,2
Y00057,ANGEL SURGERY,E01023302,1
Y00057,ANGEL SURGERY,E01023308,3
Y00057,ANGEL SURGERY,E01023309,1
Y00057,ANGEL SURGERY,E01023315,2
Y00057,ANGEL SURGERY,E01023320,1
Y00057,ANGEL SURGERY,E01023324,1
Y00057,ANGEL SURGERY,E01023326,4
Y00057,ANGEL SURGERY,E01023332,11
Y00057,ANGEL SURGERY,E01023333,7
Y00057,ANGEL SURGERY,E01023335,1
Y00057,ANGEL SURGERY,E01023336,5
Y00057,ANGEL SURGERY,E01023337,5
Y00057,ANGEL SURGERY,E01023339,1
Y00057,ANGEL SURGERY,E01023340,4
Y00057,ANGEL SURGERY,E01023344,1
Y00057,ANGEL SURGERY,E01023412,5
Y00057,ANGEL SURGERY,E01023546,2
Y00057,ANGEL SURGERY,E01023923,1
Y00057,ANGEL SURGERY,E01023936,2
Y00057,ANGEL SURGERY,E01024580,1
Y00057,ANGEL SURGERY,E01024886,1
Y00057,ANGEL SURGERY,E01026752,1
Y00057,ANGEL SURGERY,E01030452,1
Y00057,ANGEL SURGERY,E01030744,1
Y00057,ANGEL SURGERY,E01032522,1
Y00057,ANGEL SURGERY,E01032566,1
Y00057,ANGEL SURGERY,E01032574,1078
Y00057,ANGEL SURGERY,E01032575,59
Y00057,ANGEL SURGERY,E01032646,1
Y00057,ANGEL SURGERY,E01032741,1
Y00057,ANGEL SURGERY,E01033146,36
Y00057,ANGEL SURGERY,E01033148,14
Y00057,ANGEL SURGERY,E01033150,25
Y00057,ANGEL SURGERY,E01033151,67
Y00057,ANGEL SURGERY,E01033413,1
Y00057,ANGEL SURGERY,E01033591,1
Y00057,ANGEL SURGERY,E01033597,1
Y00057,ANGEL SURGERY,E01033617,1
Y00057,ANGEL SURGERY,E01033700,2
Y00057,ANGEL SURGERY,E01033881,1
Y00057,ANGEL SURGERY,E01033926,48
Y00057,ANGEL SURGERY,E01033928,7
Y00057,ANGEL SURGERY,E01033943,5
Y00057,ANGEL SURGERY,E01033944,9
Y00057,ANGEL SURGERY,E01033945,1
Y00057,ANGEL SURGERY,E01034155,1
Y00057,ANGEL SURGERY,E01034179,1
Y00057,ANGEL SURGERY,E01034205,2
Y00057,ANGEL SURGERY,E01034276,1
Y00057,ANGEL SURGERY,E01034359,1
Y00057,ANGEL SURGERY,E01034485,1
Y00057,ANGEL SURGERY,E01034486,1
Y00057,ANGEL SURGERY,E01034598,1
Y00057,ANGEL SURGERY,E01035583,1
Y00057,ANGEL SURGERY,E01035585,4
Y00057,ANGEL SURGERY,E01035642,1
Y00057,ANGEL SURGERY,E01035650,1
Y00057,ANGEL SURGERY,E01035710,1
Y00057,ANGEL SURGERY,EMPTY,38
Y00057,ANGEL SURGERY,W01000506,1
Y00612,GREEN CEDARS MEDICAL CENTRE,CLOSED,5
Y00612,GREEN CEDARS MEDICAL CENTRE,E01000237,1
Y00612,GREEN CEDARS MEDICAL CENTRE,E01000511,1
Y00612,GREEN CEDARS MEDICAL CENTRE,E01001391,6
Y00612,GREEN CEDARS MEDICAL CENTRE,E01001393,1
Y00612,GREEN CEDARS MEDICAL CENTRE,E01001394,10
Y00612,GREEN CEDARS MEDICAL CENTRE,E01001395,22
Y00612,GREEN CEDARS MEDICAL CENTRE,E01001397,19
Y00612,GREEN CEDARS MEDICAL CENTRE,E01001398,3
Y00612,GREEN CEDARS MEDICAL CENTRE,E01001399,4
Y00612,GREEN CEDARS MEDICAL CENTRE,E01001401,7
Y00612,GREEN CEDARS MEDICAL CENTRE,E01001404,6
Y00612,GREEN CEDARS MEDICAL CENTRE,E01001405,3
Y00612,GREEN CEDARS MEDICAL CENTRE,E01001409,3
Y00612,GREEN CEDARS MEDICAL CENTRE,E01001410,1
